,screenName,description,location,text,Unnamed: 0,topic
10,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Montana Supreme Court sides declines to block law banning vaccine mandates in most workplaces https://t.co/eWpRqKnmK1,387.0,health
11,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Nick Rolovich alleges Washington State wanted him to get COVID vax on the field: 'No desire to do that' https://t.co/gQlQedbfJa,446.0,health
12,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Ellen Greenberg 'suicide': Pennsylvania court hears arguments in family's bid to overrule medical examiner https://t.co/2YxfHbOPt0,488.0,health
13,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Mass. health officials worked with Google to covertly install COVID ‘spyware’ into 1M phones, lawsuit claims

https://t.co/JldmHJM3N0",492.0,health
14,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,University of Idaho murders: blood seen oozing from house amid reports of previous threat https://t.co/zaRfzqDj6F,524.0,health
15,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,New York City Medical Examiner's Office employee accused of stealing Luis Vuitton bag from dead person https://t.co/xlk1oz8wwB,671.0,health
16,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Fentanyl 'vaccine' may have been discovered, researchers say https://t.co/a9TZ5Pk2GC",728.0,health
17,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Former Washington State football coach files lawsuit after firing due to COVID-19 vaccine mandate: report https://t.co/grJ10jUuaX,754.0,health
18,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Former NBA refs claim they were fired for COVID vax refusal, allege 'jab or job ultimatum' https://t.co/QeE6mI7tdn",782.0,health
19,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,LA school district blasted for 'dismaying' attempt to get back on track after COVID https://t.co/D1a1rzyixz,831.0,health
20,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Medical group favoring ‘gender-affirming care’ for children claims minors don’t have ‘agency’ to get tattooed https://t.co/Jw72L2o5Zm,838.0,health
21,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,JOINING FORCES: GOP Congressman-elect Wesley Hunt reacts to student pushback at West Point Academy after the school reportedly gave an ultimatum: Get the COVID vaccine within 12 hours or face administrative action. https://t.co/aRYGEf9f4H,842.0,health
22,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Chicago biker gang violence reportedly escalating after years of relative peace: 'A lot of bad blood' https://t.co/yvGIarFW4J,877.0,health
23,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Chicago biker gang violence reportedly escalating after years of relative peace: 'A lot of bad blood' https://t.co/mfLIV9NehK,980.0,health
24,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden called out for failing to bring up COVID with China’s Xi: ‘Stand up for families’ https://t.co/3yG7ppYzGe,996.0,health
25,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Republican women make history with midterm victories: 'It's time for new blood' https://t.co/elQkuA9dJu,1061.0,health
26,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden-Xi meeting did not mention COVID-19 pandemic, according to White House https://t.co/9XK3Es3Wsi",1062.0,health
27,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,NYT's Krugman blasted for blaming DeSantis for 'unnecessary' COVID-19 deaths: 'Hack partisan buffoon' https://t.co/w1YScvShp5,1092.0,health
28,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"UFC 281: Dustin Poirier beats Michael Chandler in bloody brawl, calls him 'dirty mother----er' after fight https://t.co/JuGoENXsnT",1225.0,health
29,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,California police find 'significant amount of blood' in missing 25-year-old mother's home: Report https://t.co/kQSOnbKldE,1279.0,health
30,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Baby Holly case: Genetic genealogist who helped ID murdered Texas couple explains how she cracked the case https://t.co/h1wiZ0VziV,1311.0,health
31,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Texas medical examiner killed by estranged husband in murder-suicide at office identified: reports https://t.co/quVp7oIwWD,1368.0,health
32,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Florida foam and insulation warehouse vandalized by 3 girls during Tropical Depression Nicole, cops say https://t.co/vzZCh6Uu1Y",1371.0,health
33,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Texas medical examiner killed by estranged husband in murder-suicide at office identified: reports https://t.co/YgVGUcZTfZ,1466.0,health
34,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Florida foam and insulation warehouse vandalized by 3 girls during Tropical Depression Nicole, cops say https://t.co/XvWxfctoNw",1472.0,health
35,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Detroit woman who assaulted her young son, mother during mental health crisis fatally shot by police https://t.co/cjARRDgqm5",1473.0,health
36,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Tropical Depression Nicole moves through Georgia after leaving at least 5 dead in Florida https://t.co/fL77nWwfKH,1541.0,health
37,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,CDC warns dental patients of rare bacterial infections via waterlines https://t.co/ujrjIZukFw,1570.0,health
38,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Nancy Pelosi spokesman rips McCarthy over pledge to lift COVID-era restrictions at Capitol https://t.co/IrNZbMXNsE,1584.0,health
39,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,CDC warns dental patients of rare bacterial infections via waterlines https://t.co/07q8sdWmpn,1677.0,health
40,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,PRO-LIFE PUSH FAILS: State rejects ballot measure to require medical care for 'infants who are born alive',1685.0,health
41,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,White House dodges on whether Biden will bring up COVID-19 origins in Xi Jinping meeting https://t.co/GzFnQtROCU,1692.0,health
42,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"'COVID COVER-UP WILL END': After winning his third term, Sen. Rand Paul vows to follow through with his promise to the American people. https://t.co/47WflaF4nn https://t.co/eNJ1hiLuGJ",2069.0,health
43,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Adam Zimmer's death details revealed; docs say coach had 'bruising or blood pooling around his eye'
https://t.co/w60LsRimL1",2188.0,health
44,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Gretchen Whitmer mocked over purported audio issue when pressed over COVID-19 lockdown regrets https://t.co/vIiE3PjhVA,2196.0,health
45,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Blood donations this winter: American Red Cross urges people not to forget to donate https://t.co/ZqaxZ7TwIH,2388.0,health
46,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"For midterm elections, teachers union leader eager to whitewash role in COVID overreach https://t.co/RqAU6fXWOt",2453.0,health
47,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden adviser blames COVID-19 for Democrats' difficulty in drawing enthusiam for their messages https://t.co/pqe8upWpIF,2489.0,health
48,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Florida medical boards approve ban on puberty blockers, transgender surgeries for minors https://t.co/bpI0qNZWfC",2575.0,health
49,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Florida burglary suspect arrested after neighbor, dog find trail of blood leading into home: deputies https://t.co/qCiwGI4xc0",2594.0,health
50,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,NBC medical drama mocked for depicting end of Roe v. Wade as if it were ‘9/11’ https://t.co/CaT5heCAIn,2681.0,health
51,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Newsom sued over COVID ‘misinformation’ law that doctors say tramples First Amendment rights https://t.co/TA6Q20yJTA,2692.0,health
52,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Professor blasted after calling for 'amnesty' to forgive coronavirus lockdown supporters: 'Hell no' https://t.co/QRrQoQ7l5W,2714.0,health
53,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Newsom sued over COVID ‘misinformation’ law that doctors say tramples First Amendment rights https://t.co/Fl1RmQSwRp,2778.0,health
54,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Newsom sued over COVID ‘misinformation’ law that doctors say tramples First Amendment rights https://t.co/Ubnvv0kM3t,2872.0,health
55,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"NYC firefighters, teachers ask Supreme Court to pause COVID mandate that cost them their jobs https://t.co/S8VTAInFmO",2939.0,health
56,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Blood moon lunar eclipse expected on election day, last one for three years https://t.co/YkLXbWfYI9",3003.0,health
57,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Selena Gomez says she may not be able to carry children due to bipolar disorder medications https://t.co/FHSldCnoIC,3017.0,health
58,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Nose picking was always gross — now a study says it may lead to late-onset Alzheimer's https://t.co/luHZjurxrx,3049.0,health
59,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Cancer patient's daughter says ‘pandemic amnesty' isn't deserved after COVID rules denied mother treatment https://t.co/9OTltNPCyn,3080.0,health
60,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"NYC firefighters, teachers ask Supreme Court to pause COVID mandate that cost them their jobs https://t.co/9LWV4yM5qb",3093.0,health
61,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Pfizer and BioNTech start early study of combination vaccine to protect against COVID-19 and influenza https://t.co/dW4fnHgmRt,3138.0,health
62,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,'The Ingraham Angle' on COVID lockdown proponents asking for amnesty https://t.co/ZAECO0Hd78,3212.0,health
63,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Youngkin pushes back on Democrat claims of ditching Martin Luther King Jr. in education standards https://t.co/KDeLMsw4th,0.0,politics
64,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,American Academy of Pediatrics urges Biden administration to declare emergency over 'unprecedented' RSV surge https://t.co/hlurgbgEN0,3.0,politics
65,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"AG Garland names special counsel to investigate Trump on Mar-a-Lago documents, Jan. 6 https://t.co/ny55hCDEEk",8.0,politics
66,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Cruz fights DC push to let illegal immigrants vote with bill to withhold federal funding https://t.co/U0w1Cw0B4m,13.0,politics
67,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Hakeem Jeffries announces bid for House Democratic leader https://t.co/VlRS7zhArR,18.0,politics
68,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Mike Huckabee hits campaign trail with Herschel Walker, addresses Trump factor in Georgia Senate runoff https://t.co/iipH950p0k",27.0,politics
69,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Mike Huckabee hits campaign trail with Herschel Walker, addresses Trump factor in Georgia Senate runoff https://t.co/c8oDCxgu3S",28.0,politics
70,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Musk's email triggers liberals, top Trump rivals gather at major event and more top headlines https://t.co/1HDOfHXtju",40.0,politics
71,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden's frequent Delaware trips have cost taxpayers at least $11 million https://t.co/wK6l5LqqUp,49.0,politics
72,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"MSNBC's Joy Reid blasts Hunter Biden probe, calls him a 'tragic figure' https://t.co/i0BFQRLoAH",58.0,politics
73,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Former Florida foster dad sentenced to federal prison for recording, molesting 18 children https://t.co/xEgMQETvEu",59.0,politics
74,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,'Americans will be shocked': Former Hunter Biden business partner lauds GOP probe into Hunter Biden https://t.co/rhOPYrZXoy,60.0,politics
75,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"OPINION: Next Congress must confront China, strengthen US global leadership without harming American businesses https://t.co/vqEybHreIj",61.0,politics
76,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Federal judge blocks Florida law against 'woke' teachings in colleges, calls it 'positively dystopian' https://t.co/8SsdPJkXVl",65.0,politics
77,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden administration requests immunity for Saudi crown prince in Khashoggi killing: 'Beyond ironic' https://t.co/tJZfJPH3Kf,76.0,politics
78,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"As Trump launches 2024 bid, potential leading nomination rivals gather at a major GOP cattle call https://t.co/fyjO1qSHqC",79.0,politics
79,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Conservatives react to Nancy Pelosi stepping down as Democratic leader: 'Good riddance!' https://t.co/LvET9de1Vt,88.0,politics
80,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Liberal journalists melt down over Republicans winning House, claim ‘illegal’ gerrymandering to blame https://t.co/kTmtLSGMaL",89.0,politics
81,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Pelosi ignores Trump in leadership farewell speech, mentioning Bush, Obama, Biden https://t.co/bBtoiN0XI6",91.0,politics
82,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,FBI Director Wray refuses to say if alleged Hunter Biden criminal activity is Russian 'disinformation' https://t.co/PspAwoz8ch,93.0,politics
83,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,.@seanhannity: It's time to hold your government accountable https://t.co/OdyqPjAotE,105.0,politics
84,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,END OF AN ERA: @seanhannity reacts to Pelosi not seeking a leadership role in the next Congress. https://t.co/Q77l1Kdi3O https://t.co/wlESOoWbPk,109.0,politics
85,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Federal judge slammed on Twitter for striking down DeSantis' anti-woke legislation: 'Dumber than dirt' https://t.co/lXbT4vhJUy,123.0,politics
86,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"West Virginia AG Morrisey 'seriously evaluating' 2024 Senate run, posing threat to Manchin https://t.co/SDUdnKRuom",141.0,politics
87,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Left-wing activist David Brock exits anti-free speech operations to help Biden against congressional probes https://t.co/ZnxlOuLArM,144.0,politics
88,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,MSNBC anchor slammed for complaining House Democrats never investigated the Trump family: 'Clown Alert' https://t.co/YEAMbAT63s,153.0,politics
89,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Puerto Rico federal finance control board announces new executive director https://t.co/J7IcdDYyUN,165.0,politics
90,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Federal judge blocks Florida law against 'woke' teachings in colleges, calls it 'positively dystopian' https://t.co/7bEK3Jzw9D",183.0,politics
91,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Hunter Biden investigations: Republicans welcome probes into president's son, Dems decry 'misuse of power' https://t.co/YBUNTxN2EV",208.0,politics
92,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden calls Pelosi 'most consequential' House speaker in history https://t.co/ls210P6HrS,213.0,politics
93,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Gretchen Whitmer seems to hint at future presidential run, delighting CNN hosts: Focused on Michigan 'for now' https://t.co/GyG6JjlABs",214.0,politics
94,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Conservatives react to Nancy Pelosi stepping down as Democratic leader: 'Good riddance!' https://t.co/9wDlS0WaAy,215.0,politics
95,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"GOP veteran congressmen demand DOD, State Dept. respond to Iran attacks on US interests in Iraq https://t.co/h32farCzoV",216.0,politics
96,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Liberal journalists melt down over Republicans winning House, claim ‘illegal’ gerrymandering to blame https://t.co/3Gv0Qv9zkb",217.0,politics
97,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Pelosi ignores Trump in leadership farewell speech, mentioning Bush, Obama, Biden https://t.co/Qp4mx8Hr1N",222.0,politics
98,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Who is Hakeem Jeffries, House Democrats' likely next leader? https://t.co/7rwVBVeT4F",224.0,politics
99,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Lindsey Graham testimony in Georgia DA's Trump 2020 election probe delayed again despite Supreme Court order https://t.co/QJWHLXpbKr,226.0,politics
100,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Hannity on GOP's Hunter Biden investigation: Could be 'biggest pay-to-play scandal' in our nation's history https://t.co/cgIHImFhDK,227.0,politics
101,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Hakeem Jeffries believed to be in the driver's seat to succeed Pelosi as Democratic leader https://t.co/m49MytHzMG,230.0,politics
102,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,FBI Director Wray refuses to say if alleged Hunter Biden criminal activity is Russian 'disinformation' https://t.co/mMutk3yCqH,231.0,politics
103,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Are there any policies, issues congressional Republicans and Democrats could work together on? https://t.co/Xaqu3NCOup",246.0,politics
104,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"MOVE ON, MAGA: Pence rebukes Trumpy candidates stuck on 2020, pushes GOP to focus on the future https://t.co/TsQ8YIjqV6",248.0,politics
105,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,OPINION: Biden knows what he's doing and four other takeaways for this Dem from the midterm elections https://t.co/j8Wf0v3rrB,250.0,politics
106,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Why gratitude trumps a ‘give me’ culture — and how parents can teach kids to do for others https://t.co/09P3ZJmlYE,254.0,politics
