,screenName,description,location,text
533,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Chocolate makers are reporting booming sales as stressed out customers reach for something sweet to take the edge off. https://t.co/xAJc0yagVZ https://t.co/j6cWnU6c55
534,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,US President Joe Biden will meet Chinese leader Xi Jinping face-to-face for their first in-person encounter since Biden took office. Follow live updates here. https://t.co/1hmLIKUMD2
535,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The University of Virginia's main campus in Charlottesville is on lockdown following reports of a shooting as authorities search for a suspect believed to be armed and dangerous, according to the University of Virginia Police Department. https://t.co/h5Iao8bAbT"
536,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A mindfulness meditation course may be as effective at reducing anxiety as a common medication, according to a new study. https://t.co/ezH6okM5zO"
537,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The Transportation Security Administration is admitting multiple failures and is instituting alerts to security officers at airports nationwide after a man got through a checkpoint with two box cutters. https://t.co/BUewUcRG7K
538,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,This year’s Rockefeller Center Christmas tree has arrived in New York City. https://t.co/Z1piXQAuTW https://t.co/iKaiAhWCfE
539,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Democrats had a better midterm performance than most were expecting. 

Hear about last week’s biggest surprises and key takeaways for both parties from @JohnKingCNN on today’s episode of the One Thing podcast. https://t.co/nq6G77kxKv https://t.co/zVk93Y31fB"
540,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"For the first time in Disneyland's 67-year history, there are now characters in wheelchairs represented on an attraction. https://t.co/2XWG0pq53I https://t.co/3kgNnNkfQ3"
541,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Putting the well-being of others before our own without expecting anything in return can boost the giver's health and happiness, research shows. https://t.co/jTL6rzCcTh"
542,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Indoor temperatures at the school are approximately 20-30 degrees Fahrenheit lower than the outdoors -- and air conditioning isn't used anywhere in the building. https://t.co/TJO88mdrX5
543,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,This robot can harvest raspberries autonomously https://t.co/4CSxUDNc6k
544,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A zoo in Syracuse, New York, has welcomed not one, but two new bundles of joy. 

The birth of twins was a shock for zoo staff, according to the release. Less than 1% of elephant births are twins – and when twins are born, they rarely survive. https://t.co/JoUbhWyhf0"
545,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Are crop tops and yoga pants appropriate for work? Here's what the experts think. https://t.co/PNWORAjBK8
546,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""I do think that youth turnout is what made the difference here.""

@AOC shares her thoughts on the midterms, ""the squad"" and more. https://t.co/QSU19zjE17 https://t.co/WF9ITyZbqD"
547,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Hundreds of Native American veterans gathered in Washington D.C. on Friday for the dedication ceremony of the National Museum of the American Indian’s National Native Americans Veterans Memorial. https://t.co/v3cQhyvvNA
548,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The Austrian capital is staging a comeback with a surreal ad campaign featuring a walking belly https://t.co/U7w0W6uUK7 https://t.co/nwWWPRcqww
549,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The Manhattan district attorney's office has returned 192 looted antiquities with a value of nearly $3.4 million to Pakistan. https://t.co/hZrEAZ07jC
550,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"This electric car has 456 solar cells integrated into its roof, body and bonnet to boost its driving range https://t.co/BspzzYfUZD"
551,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"If you order a box of frozen Kobe beef croquettes from Asahiya, a family-run butcher shop in Takasago City in western Japan's Hyogo Prefecture, it'll take another 30 years before you receive your order.

That isn't a typo. Thirty. Years. https://t.co/zBiM8lNEwl"
552,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A memorial honoring the 20 first graders and six educators killed in the Sandy Hook Elementary School shooting opened to the public on Sunday, nearly a month before the 10-year commemoration. https://t.co/zqDDeHaQgN"
553,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Whether you want to see historic, overlooked cities or wild mountain ranges where few tourists tread, these 21 underrated European destinations are worth visiting. https://t.co/nBuDLLWe9j https://t.co/lx7sIrpAOS"
554,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Lewis Pugh is tackling the climate crisis one open water swim at a time. He just completed the world's first swim across the Red Sea, from Saudi Arabia to Egypt. https://t.co/S6sGC8ZOQm https://t.co/gncn0qDZ05"
555,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"At least 16 junior varsity hockey players from Illinois were injured in Warsaw, Indiana after an allegedly intoxicated semi-truck driver swerved into the team’s bus, knocking it onto its side. https://t.co/9ze2YauQIm"
556,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Dolly Parton is the latest recipient of the Bezos Courage and Civility Award. https://t.co/inuniRn0VE https://t.co/mTlqv41fgD
557,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"“I know I’m stronger.""

Asked if the results put him in a stronger position heading into the meeting with Chinese leader Xi Jinping, President Joe Biden didn’t hesitate. https://t.co/mGn0ZjrT8s"
558,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Here’s a closer look at what parents can do to help keep their kids safe online. https://t.co/DklGOA8o0j
559,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Increased threats against lawmakers have made Representative @AOC fear for her life. She talks personal safety, election results, and her time in Congress on the next episode of Who’s Talking to #ChrisWallace, tonight at 7 p.m. ET https://t.co/5KDYFkgsOS"
560,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The 'Black Panther: Wakanda Forever' opening represents one of the best premieres of the year and makes the superhero film the highest-grossing debut ever for the month of November. https://t.co/Xoaoxf3x1w
561,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Republican Gov. Larry Hogan of Maryland said that former President Donald Trump has cost the GOP the last three elections and it’s past time to reassess what’s important to the party. https://t.co/ACXct0200X
562,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,This family had big plans for this year. Then Hurricane Ian hit and they were given a deadline to move out of their home. https://t.co/3DcuaslDim
563,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Dolly Parton is the latest recipient of the Bezos Courage and Civility Award. https://t.co/zaR4eTNpTL https://t.co/tWKlzGlajU
564,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A new study has identified sounds made by 53 species, many of which were previously thought to be mute. https://t.co/KCqMoD0oi2"
565,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"President Joe Biden will meet Chinese leader Xi Jinping face-to-face tomorrow, their first in-person encounter since Biden took office. The meeting will offer a clarifying opportunity for the world’s most important bilateral relationship. @Phil_Mattingly reports. https://t.co/JKt6a2aV0L"
566,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The oldest living person in the US just turned 115. Bessie Hendricks' life has spanned 21 US presidents, two World Wars, and the sinking of the Titanic. https://t.co/29HjQG2tDi https://t.co/kiP3u4vBT8"
567,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Putting the well-being of others before our own without expecting anything in return can boost the giver's health and happiness, research shows https://t.co/32vvl8KlPP"
568,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Actor Henry Winkler on turning down lead role in Grease: ""I go home, I say no, and I have a Diet Coke. John Travolta goes home, and has done the movie, and buys a plane."" https://t.co/l3IaNcX7ZA"
569,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Dave Chappelle addressed several contentious topics in his latest “Saturday Night Live” monologue, focusing mostly on Kanye West’s recent antisemitic comments. https://t.co/7fU2m50gk3"
570,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""The Republican Party has now jettisoned virtually everything the Republican Party has once professed to stand for.""

Presidential historian Allan Lichtman discusses the current state of the GOP following the 2022 midterm elections and where the party could be headed next. https://t.co/WpviMchz9e"
571,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Crypto custodial accounts are not protected like most bank accounts.

Some crypto currencies aren't legal tender, and are not always viewed as securities. https://t.co/i8N8DLtzYN"
572,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Six people were killed after a pair of vintage military aircraft collided Saturday, the Dallas County Medical Examiner's office says. https://t.co/jpI0Hui30B"
573,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Pennsylvania Governor-elect Josh Shapiro still hasn't heard from his opponent Doug Mastriano to concede, five days after CNN projected Shapiro would win the governor seat. https://t.co/PMMHQOvyzB"
574,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"“I think we need to talk to NASA.” 

Divers searching for sunken World War II aircraft found a space-age wreckage instead. https://t.co/Q4TnAOmif8 https://t.co/d18HsY1seR"
575,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The past (in the form of furniture, artwork and books) of legendary writer and style icon Joan Didion, who died last year at age 87, is going up for auction, and the stir the estate sale has created could not be bigger. https://t.co/Ux9eBFEQW3"
576,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The IRS says from 2014 to 2016, the gap between what was owed and what was paid was nearly $500 billion dollars. Financial expert Ted Jenkin explains. https://t.co/ULbfQCwfGb"
577,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Families are expected to pay up to 38% more for Thanksgiving meals this holiday season. Here are some tips on how to lighten the financial load. https://t.co/S1KNK2btr6 https://t.co/SZ1osXgQ7g
578,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Tom Brady has become the first quarterback to win an NFL game in three different countries outside of the US. https://t.co/urTpiUzliD
579,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Who inspires you? Show the 2022 CNN Heroes your ❤️ with your votes. You can vote up to 10 times a day every day at https://t.co/VjGZSkD2yJ https://t.co/ZhdK1nQx8h
580,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Henry Winkler credits landing the role of Arthur ""The Fonz"" Fonzarelli to an accent he made up on the spot during his ""Happy Days"" audition. https://t.co/oHqa2qdNSb"
581,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Israel's President Isaac Herzog asked Benjamin Netanyahu to form a new government, allowing the former prime minister to secure the country's top job for a record sixth time. https://t.co/8aXaNuDGan https://t.co/9saqWFpQPU"
582,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"FTX Group says it has filed for bankruptcy and its CEO has resigned, marking a stunning downfall for one of the biggest and most powerful players in the crypto industry. https://t.co/NFDfK9aZ5D https://t.co/pBnf5gkPj3"
583,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,UFC president Dana White is getting into the slap game https://t.co/87pSvEr7ds
584,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The Tampa Bay Buccaneers play the Seattle Seahawks in Munich at the first-ever regular season NFL game played in Germany. https://t.co/e191W0Fs7m https://t.co/y1YrfjrKwx
585,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,People speculated Banksy was in Ukraine. His mural in a liberated town confirms it. https://t.co/SnSYxjMszO
586,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"At least six people have been killed and 53 injured in an explosion in the heart of the Turkish city of Istanbul this afternoon, according to the city’s governor. https://t.co/T1VoaAEh0o https://t.co/kpLUwl5I4S"
587,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Tesla drivers will soon be able to take a video call directly from their vehicle’s touchscreen dashboard. https://t.co/pzhoaHDDZL https://t.co/nqlVNY4zj5
588,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Dolly Parton has received a $100 million Courage and Civility Award from Jeff Bezos and his partner Lauren Sanchez https://t.co/QAlFyb5Dvg https://t.co/Dn68SbdjLN
589,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,It's been a tough year for American consumers. Inflation everywhere. Rapidly rising interest rates. A housing market that is starting to cool off. That begs a question with the holidays right around the corner: Are shoppers finally tapped out? https://t.co/F36NQ3Oi1P
590,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Rainn Wilson has “changed” his name and is inviting others to do the same. https://t.co/coj1HjVjAb
591,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Should Native Americans get preference over White people in adopting Native children? The Supreme Court may decide. https://t.co/3DNP2SGRjC
592,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Chocolate makers are reporting booming sales as stressed out customers reach for something sweet to take the edge off. https://t.co/v1bpdHagLa https://t.co/Bl9N6hgSNz
593,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Are crop tops and yoga pants appropriate for work? Here's what the experts think. https://t.co/JeWQvMb6O3
594,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""There's nobody disassociating themselves from the horrible response that they gave to it.""

@DanaBashCNN asks House Speaker Nancy Pelosi (D-CA) whether she thinks the attack on her husband and the GOP response impacted voter turnout in the midterm elections. @CNNSotu #CNNSOTU https://t.co/UGYnNutRsy"
595,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Here are 5️⃣ things to start your week off smart.

1️⃣ US Senate 
2️⃣ Iran protests 
3️⃣ Air show crash
4️⃣ Dolly Parton
5️⃣ Donald Trump announcement https://t.co/jPgUIrevEQ"
596,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A 29-year-old community organizer made history as the first known Muslim woman elected to the Georgia House of Representatives, and the first Palestinian American elected to any office in the state. https://t.co/3nn41rHzzi"
597,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""I'm tired of losing. That's all [Trump's] done.""

Maryland's Republican Gov. Larry Hogan gives his take on the midterm election results for the GOP and what it means about former president Donald Trump's impact. @CNNSotu #CNNSOTU https://t.co/vde9X3Ly9Y"
598,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"JUST IN: An explosion rocked a popular tourist area in central Istanbul with casualties reported, the city's governor says https://t.co/YLOi2ghR5Y"
599,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""This was an affirmation of the agenda that we've been driving here.""

Michigan's Gov. Gretchen Whitmer shares what she believes has been the secret to keeping it a Democrat stronghold despite its swing state status. @CNNSotu #CNNSOTU https://t.co/cXYov8UrcX"
600,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,This year’s Rockefeller Center Christmas tree has arrived in New York City. https://t.co/fOtixLYGX7 https://t.co/eNNCZfoIDu
601,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"A pair of vintage military aircraft collided at a Texas air show, killing at least 2 onboard. Here are the latest developments. https://t.co/ej7Na2duI9"
602,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Alex Pereira became the undisputed middleweight UFC champion, defeating Israel Adesanya on a technical knock-out. https://t.co/9QIjMAEuOu"
603,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Sen. Lindsey Graham (R-SC) made an emotional plea in favor of Republican candidate Herschel Walker on Fox. CNN's @VanJones68 and @donlemon discuss the moment on ""CNN This Morning.""

Watch: https://t.co/8XPxkXjUe7"
604,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Atlanta's State Farm Arena was transformed into a church as family and fans gathered to celebrate the earthly departure of Takeoff from Migos. https://t.co/F1mt43zeN6
605,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"CNN political commentator and Democratic strategist @hilaryr discusses Democrats' and Republicans' strategies in the 2022 midterm election.

Watch: https://t.co/DYenEnsUcc"
606,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Mehran Karimi Nasseri, the man who had lived inside the Paris-Charles de Gaulle airport for years and inspired Steven Spielberg’s 2004 film “The Terminal”, died Saturday at the same airport.
https://t.co/zntBtIjMXV"
607,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The battle for control of the House is now the biggest unanswered question of this year's midterm elections after Democrats kept their narrow Senate majority. Here's what you need to know. https://t.co/Q4ACXiRObU
608,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"New mornings. New power trio. CNN This Morning airs weekdays at 6 a.m. ET with @DonLemon, @PoppyHarlowCNN, and @KaitlanCollins https://t.co/Ec6b0EJiwG"
609,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Crowd erupts in laughter after UN Secretary General reads the wrong speech https://t.co/bvbGl5auJz
610,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"With Sen. Cortez Masto's key win in Nevada, Democrats will maintain control of the chamber in a big victory for President Biden, CNN projects
https://t.co/kaau6KHN1N"
611,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""I actually don't even like wearing clothes anymore."" 

Jason Momoa stripped down on live TV to show off his Hawaiian malo. https://t.co/cJcb14MGCy https://t.co/mVipYZMmQO"
612,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The New York Democrat said the deluge of threats against her means “when I wake up in the morning, I hesitate to walk my dog. It means when I come home, I have to ask my fiancé to come out to where my car is to walk me just from my car to my front door” https://t.co/BNEK2VQfCl"
613,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Cast and crew members attended a first-of-its-kind Marvel premiere in Africa. Stars talked to CNN about the importance and significance of celebrating in a place where many of them have deep https://t.co/sDiQ0ijLVD https://t.co/ZfNseh3v27
614,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"For the first time in Disneyland's 67-year history, there are now characters in wheelchairs represented on an attraction. https://t.co/FNBiIhzaVc https://t.co/rQjtwqnZul"
615,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Dolly Parton is the latest recipient of Jeff Bezos’ Courage and Civility Award 
https://t.co/6FdJVSpB3s"
616,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Lewis Pugh is tackling the climate crisis one open water swim at a time. He just completed the world's first swim across the Red Sea, from Saudi Arabia to Egypt. https://t.co/k0YdVfn5U0 https://t.co/I1NYnZRpdX"
617,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Two models in Los Angeles are urging other curvy women to speak out on size discrimination after saying they were denied entry to a popular lounge because of their bodies. https://t.co/Bq1Cd33dfM
618,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""The shocking thing about this year (assuming the current trends hold) is that Biden is quite unpopular,"" writes Harry Enten | Analysis https://t.co/2fdemuBrVr"
619,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Fresno police arrested two people this week for the September killings of 18-year-old Yanelly Solorio-Rivera and her three-week-old daughter, Celine -- and Yanelly's sister is one of the suspects, according to authorities. https://t.co/EhJBDmjeSJ"
620,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The Austrian capital is staging a comeback with a surreal ad campaign featuring a walking belly https://t.co/wfZDcOuxzg https://t.co/NH02K09yCR
621,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""It was compared to a turducken?"" 

A python's last big meal was a doozy. Look what scientists found when they opened him up. https://t.co/uTJsWbWDRU https://t.co/ZGuIZTqA2Q"
622,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Authorities in California are searching for a 25-year-old woman believed to be ""at risk"" after a ""significant amount of blood"" was found in her home, according to police. https://t.co/bid0kEyuu8"
623,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Dave Chappelle addressed several contentious topics in his latest “Saturday Night Live” monologue, focusing mostly on Kanye West’s recent antisemitic comments. https://t.co/SncFuRXdsH"
624,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"This electric car has 456 solar cells integrated into its roof, body and bonnet to boost its driving range https://t.co/icEHhJxLlU"
625,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,This robot can harvest raspberries autonomously https://t.co/HV0vEDykNx
626,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Tickets have been selling out fast for Thailand's ""floating train,"" which creates the illusion of aquatic rail travel as it journeys across a reservoir. https://t.co/08ZCppsuKc https://t.co/54zzwWoAyZ"
627,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"President Joe Biden has accepted the resignation of US Customs and Border Protection Commissioner Christopher Magnus, the White House said. 
https://t.co/Ov9vLk6zCF"
628,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,You probably didn't know this North Carolina city is a museum mecca https://t.co/PMv6gZwyAj https://t.co/cWHCVVlbIV
629,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A new study has found that octopuses are capable of surprisingly human-like behavior https://t.co/YWkNKIvEIx https://t.co/kv0aVkCUvf
630,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Cast and crew members attended a first-of-its-kind Marvel premiere in Africa. Stars talked to CNN about the importance and significance of celebrating in a place where many of them have deep https://t.co/LIJ5zcFesA https://t.co/cWVI5iJSjy
631,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"The collection of nearly 10,000 brains, taken without consent from patients who died in Denmark's psychiatric hospitals over four decades, are untouched by modern medicine.

They're a valuable medical resource -- and an ethical dilemma. https://t.co/6rkN95m7BS"
