,screenName,description,location,following,followers,totaltweets,retweetcount,text,topic
10,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,32,Manchester United forward Cristiano Ronaldo says he keeps his son’s ashes with him at his home and describes his death as the “worst” moment of his life https://t.co/QvZ67F4p0U,sports
11,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,32,Manchester United forward Cristiano Ronaldo says he keeps his son’s ashes with him at his home and describes his death as the “worst” moment of his life https://t.co/QvZ67F4p0U,sports
12,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,50,Manchester United forward Cristiano Ronaldo says he keeps his son’s ashes with him at his home and describes his death as the “worst” moment of his life https://t.co/7XcaDe2411,sports
13,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,50,Manchester United forward Cristiano Ronaldo says he keeps his son’s ashes with him at his home and describes his death as the “worst” moment of his life https://t.co/7XcaDe2411,sports
14,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,49,Additional charges were announced Tuesday against the man accused of killing three football players and wounding two others in a weekend shooting at the University of Virginia ahead of his initial court appearance Wednesday https://t.co/QyQRzXaX4h,sports
15,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,32,One of the world's most famous footballs is going up for sale. The iconic ball from the 1986 World Cup is expected to fetch up to $3.3 million at auction. https://t.co/vamEWEQHcD,sports
16,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,26,No one seems safe from Cristiano Ronaldo’s wrath at the moment https://t.co/LHdvbkQMV2,sports
17,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554757,390185,70,"""People have the right to feel and say what they want to, we have freedom of speech, but there are repercussions when you say certain things.""

Charles Barkley says the NBA ""dropped the ball"" on Kyrie Irving and the action it took surrounding his antisemitic tweet. https://t.co/t7ZmUqXNOw",sports
18,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554754,390185,41,The University of Virginia canceled classes Tuesday as it “continues to work through the emotional toll” of Sunday’s shooting that left three of the school’s football players dead and two others injured https://t.co/2ISoW2wPGF,sports
19,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554754,390185,41,"Christopher Darnell Jones Jr., the 22-year-old suspect accused of killing three football players and wounding two other people, had prior contact with campus officials about a gun, authorities said. https://t.co/zeHw2Y1lSD",sports
20,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554754,390185,649,"Three football players from the University of Virginia were killed in a shooting late Sunday as a bus returned to the school’s main campus in Charlottesville from a field trip, school officials said. These are the stories of the victims. https://t.co/cjPZg5m1Xr",sports
21,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554754,390185,142,"Chris Jones, the University of Virginia student suspected of fatally shooting three football players and wounding two other people Sunday at the school’s main campus in Charlottesville, is now in custody, police say. https://t.co/HUwV4nRCON",sports
22,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554754,390185,59,"At least 16 junior varsity hockey players from Illinois were injured in Warsaw, Indiana after an allegedly intoxicated semi-truck driver swerved into the team’s bus, knocking it onto its side. https://t.co/zr1j3qKLQG",sports
23,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554757,390185,110,"At least 16 junior varsity hockey players from Illinois were injured in Warsaw, Indiana after an allegedly intoxicated semi-truck driver swerved into the team’s bus, knocking it onto its side. https://t.co/9ze2YauQIm",sports
24,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554762,390185,77,The NBA’s Miami Heat and Miami-Dade County have terminated their relationship with bankrupt cryptocurrency exchange FTX https://t.co/MexL53h5LS,sports
25,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554754,390185,88,Fanta Bility was shot after she was leaving a high school football game with her family. https://t.co/Fdy1I4HwSR,sports
26,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554760,390185,66,The NBA’s Miami Heat and Miami-Dade County have terminated their relationship with bankrupt cryptocurrency exchange FTX https://t.co/P3VCYk6Y2b,sports
27,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554763,390185,116,"NBA commissioner Adam Silver believes that suspended Brooklyn Nets guard Kyrie Irving is not antisemitic following a meeting between the two earlier in the week, the commissioner told the New York Times https://t.co/fj0eSo3rQ7",sports
28,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554763,390185,118,"Fred Hickman, a pioneering sports broadcaster and anchor who helped to launch two major cable networks and influenced and informed a generation of sports journalists and fans, has died. He was 66. https://t.co/EyCbgtBKBY",sports
29,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,1097,60554763,390185,31,"Suspended Brooklyn Nets star Kyrie Irving reportedly met with NBA commissioner Adam Silver on Tuesday, according to multiple reports https://t.co/gx3qKFMcFz",sports
