,Unnamed: 0.1,screenName,description,location,text,Unnamed: 0,topic,topicEncoded,tokenized_sentences,clean_text
27,27,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,ticketmaster canceled fridays ticket sales for singer taylor swifts us tour fans complained about website crashes earlier the week and us senator raised questions about the companys dominance httpstcosjpysz httpstcoxmrozuy,297.0,corporatenews,0,"['ticketmast', 'cancel', 'friday', 'ticket', 'sale', 'singer', 'taylor', 'swift', 'u', 'tour', 'fan', 'complain', 'websit', 'crash', 'earlier', 'week', 'u', 'senat', 'rais', 'question', 'compani', 'domin', 'httpstcosjpysz', 'httpstcoxmrozuy']",ticketmast cancel friday ticket sale singer taylor swift u tour fan complain websit crash earlier week u senat rais question compani domin httpstcosjpysz httpstcoxmrozuy
28,28,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,zuckerberg says whatsapp business chat will drive sales sooner than metaverse httpstcomqxzrechi httpstcoyryqwgo,299.0,corporatenews,0,"['zuckerberg', 'say', 'whatsapp', 'busi', 'chat', 'drive', 'sale', 'sooner', 'metavers', 'httpstcomqxzrechi', 'httpstcoyryqwgo']",zuckerberg say whatsapp busi chat drive sale sooner metavers httpstcomqxzrechi httpstcoyryqwgo
29,29,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,amazon layoffs extend into httpstcoyagmucriv httpstcoscvzfswjj,303.0,corporatenews,0,"['amazon', 'layoff', 'extend', 'httpstcoyagmucriv', 'httpstcoscvzfswjj']",amazon layoff extend httpstcoyagmucriv httpstcoscvzfswjj
30,30,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"scientists spain have uncovered fossils one the largest turtles record was about feet long, weighed bit under two tons and lived during the cretaceous period httpstcodkhgcnrb httpstcowlskxqup",307.0,corporatenews,0,"['scientist', 'spain', 'uncov', 'fossil', 'one', 'largest', 'turtl', 'record', 'foot', 'long', ',', 'weigh', 'bit', 'two', 'ton', 'live', 'cretac', 'period', 'httpstcodkhgcnrb', 'httpstcowlskxqup']","scientist spain uncov fossil one largest turtl record foot long , weigh bit two ton live cretac period httpstcodkhgcnrb httpstcowlskxqup"
31,31,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"bankruptcy court filing for collapsed crypto exchange ftx revealed the findings new ceo john ray, who said there was shocking lack corporate control and oversight the company httpstcokoqpyfge httpstcodlvwwqvcp",311.0,corporatenews,0,"['bankruptci', 'court', 'file', 'collaps', 'crypto', 'exchang', 'ftx', 'reveal', 'find', 'new', 'ceo', 'john', 'ray', ',', 'said', 'shock', 'lack', 'corpor', 'control', 'oversight', 'compani', 'httpstcokoqpyfg', 'httpstcodlvwwqvcp']","bankruptci court file collaps crypto exchang ftx reveal find new ceo john ray , said shock lack corpor control oversight compani httpstcokoqpyfg httpstcodlvwwqvcp"
32,32,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"chinese e-commerce giant alibaba quarterly revenue rose less than expected, hurt chinas health crisis restrictions and lower consumer spending httpstcoykghoyok httpstcohxeniohuz",342.0,corporatenews,0,"['chine', 'e-commerc', 'giant', 'alibaba', 'quarterli', 'revenu', 'rose', 'le', 'expect', ',', 'hurt', 'china', 'health', 'crisi', 'restrict', 'lower', 'consum', 'spend', 'httpstcoykghoyok', 'httpstcohxeniohuz']","chine e-commerc giant alibaba quarterli revenu rose le expect , hurt china health crisi restrict lower consum spend httpstcoykghoyok httpstcohxeniohuz"
33,33,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"hundreds twitter employees are estimated leaving the beleaguered social media company following ultimatum from new owner elon musk that staffers sign for long hours high intensity, leave httpstcorvvgoknw httpstcolxixduvbp",352.0,corporatenews,0,"['hundr', 'twitter', 'employe', 'estim', 'leav', 'beleagu', 'social', 'medium', 'compani', 'follow', 'ultimatum', 'new', 'owner', 'elon', 'musk', 'staffer', 'sign', 'long', 'hour', 'high', 'intens', ',', 'leav', 'httpstcorvvgoknw', 'httpstcolxixduvbp']","hundr twitter employe estim leav beleagu social medium compani follow ultimatum new owner elon musk staffer sign long hour high intens , leav httpstcorvvgoknw httpstcolxixduvbp"
34,34,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,zuckerberg says whatsapp business chat will drive sales sooner than metaverse httpstcohjcucrij httpstcoarwwprruho,356.0,corporatenews,0,"['zuckerberg', 'say', 'whatsapp', 'busi', 'chat', 'drive', 'sale', 'sooner', 'metavers', 'httpstcohjcucrij', 'httpstcoarwwprruho']",zuckerberg say whatsapp busi chat drive sale sooner metavers httpstcohjcucrij httpstcoarwwprruho
35,35,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"exclusive company documents seen reuters reveal the strategy and tactics behind ftx founder sam bankman-frieds regulatory agenda, including the previously unreported terms deal announced earlier this year with iex group httpstcoxfwwbkoocg httpstcobdexylseff",364.0,corporatenews,0,"['exclus', 'compani', 'document', 'seen', 'reuter', 'reveal', 'strategi', 'tactic', 'behind', 'ftx', 'founder', 'sam', 'bankman-fri', 'regulatori', 'agenda', ',', 'includ', 'previous', 'unreport', 'term', 'deal', 'announc', 'earlier', 'year', 'iex', 'group', 'httpstcoxfwwbkoocg', 'httpstcobdexylseff']","exclus compani document seen reuter reveal strategi tactic behind ftx founder sam bankman-fri regulatori agenda , includ previous unreport term deal announc earlier year iex group httpstcoxfwwbkoocg httpstcobdexylseff"
36,36,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,amazon layoffs extend into httpstcolgjhngb httpstcozbdaxofkv,365.0,corporatenews,0,"['amazon', 'layoff', 'extend', 'httpstcolgjhngb', 'httpstcozbdaxofkv']",amazon layoff extend httpstcolgjhngb httpstcozbdaxofkv
37,37,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,visa promotes mcinerney ceo kelly moves board httpstcooyrothjffa httpstcozqwismm,372.0,corporatenews,0,"['visa', 'promot', 'mcinerney', 'ceo', 'kelli', 'move', 'board', 'httpstcooyrothjffa', 'httpstcozqwismm']",visa promot mcinerney ceo kelli move board httpstcooyrothjffa httpstcozqwismm
38,38,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"from breakingviews ftxs latest bankruptcy filing miserable read for customers the new ceo the collapsed cryptocurrency exchange, insolvency veteran john ray, uncovered giant financial gaps and signs looting, says liamwardproud httpstcojxqbgjqvs",374.0,corporatenews,0,"['breakingview', 'ftx', 'latest', 'bankruptci', 'file', 'miser', 'read', 'custom', 'new', 'ceo', 'collaps', 'cryptocurr', 'exchang', ',', 'insolv', 'veteran', 'john', 'ray', ',', 'uncov', 'giant', 'financi', 'gap', 'sign', 'loot', ',', 'say', 'liamwardproud', 'httpstcojxqbgjqv']","breakingview ftx latest bankruptci file miser read custom new ceo collaps cryptocurr exchang , insolv veteran john ray , uncov giant financi gap sign loot , say liamwardproud httpstcojxqbgjqv"
39,39,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"google struck -mln activision deal block rival app store, lawsuit says httpstcovphyyqonvk httpstconaesdqpcl",379.0,corporatenews,0,"['googl', 'struck', '-mln', 'activis', 'deal', 'block', 'rival', 'app', 'store', ',', 'lawsuit', 'say', 'httpstcovphyyqonvk', 'httpstconaesdqpcl']","googl struck -mln activis deal block rival app store , lawsuit say httpstcovphyyqonvk httpstconaesdqpcl"
40,40,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"from breakingviews while nearly all tech firms have seen its valuations pummeled, spacexs may rising  billion rob_cyran explains why elon musks satellite and rocket firm defying technology valuation gravity httpstcoqbtsj",384.0,corporatenews,0,"['breakingview', 'nearli', 'tech', 'firm', 'seen', 'valuat', 'pummel', ',', 'spacex', 'may', 'rise', 'billion', 'rob_cyran', 'explain', 'elon', 'musk', 'satellit', 'rocket', 'firm', 'defi', 'technolog', 'valuat', 'graviti', 'httpstcoqbtsj']","breakingview nearli tech firm seen valuat pummel , spacex may rise billion rob_cyran explain elon musk satellit rocket firm defi technolog valuat graviti httpstcoqbtsj"
41,41,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,researchers spain have uncovered fossils turtle named leviathanochelys aenigmatica that lived during the cretaceous period and would have been the size small car httpstcodkhgcnrb httpstcofnfhsfokp,386.0,corporatenews,0,"['research', 'spain', 'uncov', 'fossil', 'turtl', 'name', 'leviathanoch', 'aenigmatica', 'live', 'cretac', 'period', 'would', 'size', 'small', 'car', 'httpstcodkhgcnrb', 'httpstcofnfhsfokp']",research spain uncov fossil turtl name leviathanoch aenigmatica live cretac period would size small car httpstcodkhgcnrb httpstcofnfhsfokp
42,42,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,new ftx ceo john ray said there was flawed regulatory oversight and lack corporate control over the bankrupt crypto exchange founded sam bankman-fried httpstcokoqpgehe httpstcooualzvdg,390.0,corporatenews,0,"['new', 'ftx', 'ceo', 'john', 'ray', 'said', 'flaw', 'regulatori', 'oversight', 'lack', 'corpor', 'control', 'bankrupt', 'crypto', 'exchang', 'found', 'sam', 'bankman-fri', 'httpstcokoqpgeh', 'httpstcooualzvdg']",new ftx ceo john ray said flaw regulatori oversight lack corpor control bankrupt crypto exchang found sam bankman-fri httpstcokoqpgeh httpstcooualzvdg
43,43,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"after elon musks ultimatum, twitter employees start exiting httpstcouyzft httpstcoimqgthbvqq",407.0,corporatenews,0,"['elon', 'musk', 'ultimatum', ',', 'twitter', 'employe', 'start', 'exit', 'httpstcouyzft', 'httpstcoimqgthbvqq']","elon musk ultimatum , twitter employe start exit httpstcouyzft httpstcoimqgthbvqq"
44,44,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,amazon layoffs extend into httpstcostaigpj httpstcocmeqzglrpi,434.0,corporatenews,0,"['amazon', 'layoff', 'extend', 'httpstcostaigpj', 'httpstcocmeqzglrpi']",amazon layoff extend httpstcostaigpj httpstcocmeqzglrpi
45,45,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"company-wide memo seen reuters, elon musk said twitter staff had until today click link and choose they wanted commit working long hours high intensity get three months severance pay httpstcofjsxfvivm httpstcojwiodksv",435.0,corporatenews,0,"['company-wid', 'memo', 'seen', 'reuter', ',', 'elon', 'musk', 'said', 'twitter', 'staff', 'today', 'click', 'link', 'choos', 'want', 'commit', 'work', 'long', 'hour', 'high', 'intens', 'get', 'three', 'month', 'sever', 'pay', 'httpstcofjsxfvivm', 'httpstcojwiodksv']","company-wid memo seen reuter , elon musk said twitter staff today click link choos want commit work long hour high intens get three month sever pay httpstcofjsxfvivm httpstcojwiodksv"
46,46,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"google struck -mln activision deal block rival app store, lawsuit says httpstcoueuyaesw httpstcophsgimym",444.0,corporatenews,0,"['googl', 'struck', '-mln', 'activis', 'deal', 'block', 'rival', 'app', 'store', ',', 'lawsuit', 'say', 'httpstcoueuyaesw', 'httpstcophsgimym']","googl struck -mln activis deal block rival app store , lawsuit say httpstcoueuyaesw httpstcophsgimym"
47,47,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"first tvs, now tortillas us companies set minimum prices halt discounting httpstcoxlycfxcbs httpstcoqdylmszkq",448.0,corporatenews,0,"['first', 'tv', ',', 'tortilla', 'u', 'compani', 'set', 'minimum', 'price', 'halt', 'discount', 'httpstcoxlycfxcb', 'httpstcoqdylmszkq']","first tv , tortilla u compani set minimum price halt discount httpstcoxlycfxcb httpstcoqdylmszkq"
