,Unnamed: 0.1,screenName,description,location,text,Unnamed: 0,topic,topicEncoded,tokenized_sentences,clean_text
25,25,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,taylor swift fans outrage over ticketmasters service meltdown has shined spotlight common and recurring criticism about the ticketing company theres practically avoiding ticketmaster you want attend event httpstcoytqdkiyye,178.0,corporatenews,0,"['taylor', 'swift', 'fan', 'outrag', 'ticketmast', 'servic', 'meltdown', 'shine', 'spotlight', 'common', 'recur', 'critic', 'ticket', 'compani', 'there', 'practic', 'avoid', 'ticketmast', 'want', 'attend', 'event', 'httpstcoytqdkiyy']",taylor swift fan outrag ticketmast servic meltdown shine spotlight common recur critic ticket compani there practic avoid ticketmast want attend event httpstcoytqdkiyy
26,26,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"prescribed burning one the oldest and most effective ways preventing extreme wildfires nebraska-based company drone amplified wants make safer, easier and more accessible httpstcosbmcbrqa httpstcopkgbofap",180.0,corporatenews,0,"['prescrib', 'burn', 'one', 'oldest', 'effect', 'way', 'prevent', 'extrem', 'wildfir', 'nebraska-bas', 'compani', 'drone', 'amplifi', 'want', 'make', 'safer', ',', 'easier', 'access', 'httpstcosbmcbrqa', 'httpstcopkgbofap']","prescrib burn one oldest effect way prevent extrem wildfir nebraska-bas compani drone amplifi want make safer , easier access httpstcosbmcbrqa httpstcopkgbofap"
27,27,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,new york times reporter david yaffe-bellany discusses his interview with ftx founder and former ceo sam bankman-fried after the collapse his cryptocurrency exchange httpstcoavytofgwv httpstcouxfxgzfl,221.0,corporatenews,0,"['new', 'york', 'time', 'report', 'david', 'yaffe-bellani', 'discus', 'interview', 'ftx', 'founder', 'former', 'ceo', 'sam', 'bankman-fri', 'collaps', 'cryptocurr', 'exchang', 'httpstcoavytofgwv', 'httpstcouxfxgzfl']",new york time report david yaffe-bellani discus interview ftx founder former ceo sam bankman-fri collaps cryptocurr exchang httpstcoavytofgwv httpstcouxfxgzfl
28,28,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"amazon confirmed that layoffs had begun the company, two days after multiple outlets reported the e-commerce giant planned cut around , employees this week httpstcogsorvil",224.0,corporatenews,0,"['amazon', 'confirm', 'layoff', 'begun', 'compani', ',', 'two', 'day', 'multipl', 'outlet', 'report', 'e-commerc', 'giant', 'plan', 'cut', 'around', ',', 'employe', 'week', 'httpstcogsorvil']","amazon confirm layoff begun compani , two day multipl outlet report e-commerc giant plan cut around , employe week httpstcogsorvil"
29,29,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"prescribed burning one the oldest and most effective ways preventing extreme wildfires nebraska-based company drone amplified wants make safer, easier and more accessible httpstcogpbxjcj httpstcofzzaungww",227.0,corporatenews,0,"['prescrib', 'burn', 'one', 'oldest', 'effect', 'way', 'prevent', 'extrem', 'wildfir', 'nebraska-bas', 'compani', 'drone', 'amplifi', 'want', 'make', 'safer', ',', 'easier', 'access', 'httpstcogpbxjcj', 'httpstcofzzaungww']","prescrib burn one oldest effect way prevent extrem wildfir nebraska-bas compani drone amplifi want make safer , easier access httpstcogpbxjcj httpstcofzzaungww"
30,30,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"monday, elon musk got into dispute with software engineer twitter that ended with the billionaire tweeting hes fired, and the engineer confirming theyd lost access twitters internal systems httpstcomzwccvgl httpstcojvhwoyus",234.0,corporatenews,0,"['monday', ',', 'elon', 'musk', 'got', 'disput', 'softwar', 'engin', 'twitter', 'end', 'billionair', 'tweet', 'he', 'fire', ',', 'engin', 'confirm', 'theyd', 'lost', 'access', 'twitter', 'intern', 'system', 'httpstcomzwccvgl', 'httpstcojvhwoyu']","monday , elon musk got disput softwar engin twitter end billionair tweet he fire , engin confirm theyd lost access twitter intern system httpstcomzwccvgl httpstcojvhwoyu"
31,31,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,wealthier customers pinched inflation are switching walmart for groceries httpstcovdvmhpcez,246.0,corporatenews,0,"['wealthier', 'custom', 'pinch', 'inflat', 'switch', 'walmart', 'groceri', 'httpstcovdvmhpcez']",wealthier custom pinch inflat switch walmart groceri httpstcovdvmhpcez
32,32,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,this company makes steaks out thin air httpstcoqkgfsqa,248.0,corporatenews,0,"['compani', 'make', 'steak', 'thin', 'air', 'httpstcoqkgfsqa']",compani make steak thin air httpstcoqkgfsqa
33,33,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"twitters new owner elon musk has given employees until thursday evening commit extremely hardcore work else leave the company, according copy late-night internal email sent the billionaire and obtained cnn httpstcozfmowiw httpstcohmfohb",266.0,corporatenews,0,"['twitter', 'new', 'owner', 'elon', 'musk', 'given', 'employe', 'thursday', 'even', 'commit', 'extrem', 'hardcor', 'work', 'el', 'leav', 'compani', ',', 'accord', 'copi', 'late-night', 'intern', 'email', 'sent', 'billionair', 'obtain', 'cnn', 'httpstcozfmowiw', 'httpstcohmfohb']","twitter new owner elon musk given employe thursday even commit extrem hardcor work el leav compani , accord copi late-night intern email sent billionair obtain cnn httpstcozfmowiw httpstcohmfohb"
34,34,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,disney world increasing ticket prices for the second time year httpstcobrlqxhgfxz httpstcovdzmgcuho,284.0,corporatenews,0,"['disney', 'world', 'increas', 'ticket', 'price', 'second', 'time', 'year', 'httpstcobrlqxhgfxz', 'httpstcovdzmgcuho']",disney world increas ticket price second time year httpstcobrlqxhgfxz httpstcovdzmgcuho
35,35,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"twitters new owner elon musk has given employees until thursday evening commit extremely hardcore work else leave the company, according copy late-night internal email sent the billionaire and obtained cnn httpstcopylmkhvcas",285.0,corporatenews,0,"['twitter', 'new', 'owner', 'elon', 'musk', 'given', 'employe', 'thursday', 'even', 'commit', 'extrem', 'hardcor', 'work', 'el', 'leav', 'compani', ',', 'accord', 'copi', 'late-night', 'intern', 'email', 'sent', 'billionair', 'obtain', 'cnn', 'httpstcopylmkhvca']","twitter new owner elon musk given employe thursday even commit extrem hardcor work el leav compani , accord copi late-night intern email sent billionair obtain cnn httpstcopylmkhvca"
36,36,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,wealthier customers pinched inflation are switching walmart for groceries httpstcowtrjzah,325.0,corporatenews,0,"['wealthier', 'custom', 'pinch', 'inflat', 'switch', 'walmart', 'groceri', 'httpstcowtrjzah']",wealthier custom pinch inflat switch walmart groceri httpstcowtrjzah
37,37,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"binance founder and ceo changpeng zhao once again the global spotlight, this time the self-appointed white knight crypto the industry embroiled crisis httpstcoyoanomcfns",330.0,corporatenews,0,"['binanc', 'founder', 'ceo', 'changpeng', 'zhao', 'global', 'spotlight', ',', 'time', 'self-appoint', 'white', 'knight', 'crypto', 'industri', 'embroil', 'crisi', 'httpstcoyoanomcfn']","binanc founder ceo changpeng zhao global spotlight , time self-appoint white knight crypto industri embroil crisi httpstcoyoanomcfn"
38,38,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"caribbean leaders, residents and even utility companies say they are tired waiting for world leaders save them httpstcotsiwgrqesc",331.0,corporatenews,0,"['caribbean', 'leader', ',', 'resid', 'even', 'util', 'compani', 'say', 'tire', 'wait', 'world', 'leader', 'save', 'httpstcotsiwgrqesc']","caribbean leader , resid even util compani say tire wait world leader save httpstcotsiwgrqesc"
39,39,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,this company makes steaks out thin air httpstcowcydagcd,334.0,corporatenews,0,"['compani', 'make', 'steak', 'thin', 'air', 'httpstcowcydagcd']",compani make steak thin air httpstcowcydagcd
40,40,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,elon musk has publicly clashed with growing number twitter employees about the state the platform unusually visible sign corporate chaos after his  billion takeover httpstcozrxpnydp,994.0,corporatenews,0,"['elon', 'musk', 'publicli', 'clash', 'grow', 'number', 'twitter', 'employe', 'state', 'platform', 'unusu', 'visibl', 'sign', 'corpor', 'chao', 'billion', 'takeov', 'httpstcozrxpnydp']",elon musk publicli clash grow number twitter employe state platform unusu visibl sign corpor chao billion takeov httpstcozrxpnydp
41,41,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,shares taiwan semiconductor manufacturing company surged tuesday after warren buffetts berkshire hathaway disclosed that had purchased  billion stake one the worlds largest chipmakers httpstcobgmkvwikf httpstcoceezulr,1012.0,corporatenews,0,"['share', 'taiwan', 'semiconductor', 'manufactur', 'compani', 'surg', 'tuesday', 'warren', 'buffett', 'berkshir', 'hathaway', 'disclos', 'purchas', 'billion', 'stake', 'one', 'world', 'largest', 'chipmak', 'httpstcobgmkvwikf', 'httpstcoceezulr']",share taiwan semiconductor manufactur compani surg tuesday warren buffett berkshir hathaway disclos purchas billion stake one world largest chipmak httpstcobgmkvwikf httpstcoceezulr
42,42,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"walmart agreed the framework  billion settlement, which resolves allegations from multiple states attorneys general that the company failed regulate opioid prescriptions contributing the nationwide opioid crisis httpstcownqwevspc",1021.0,corporatenews,0,"['walmart', 'agre', 'framework', 'billion', 'settlement', ',', 'resolv', 'alleg', 'multipl', 'state', 'attorney', 'gener', 'compani', 'fail', 'regul', 'opioid', 'prescript', 'contribut', 'nationwid', 'opioid', 'crisi', 'httpstcownqwevspc']","walmart agre framework billion settlement , resolv alleg multipl state attorney gener compani fail regul opioid prescript contribut nationwid opioid crisi httpstcownqwevspc"
43,43,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,kraft heinz ceo miguel patricio explains how brought the company back from the brink selling off peanuts and natural cheeses and embracing our nostalgia httpstcogbrniolpwu httpstcomlrwrbamj,1037.0,corporatenews,0,"['kraft', 'heinz', 'ceo', 'miguel', 'patricio', 'explain', 'brought', 'compani', 'back', 'brink', 'sell', 'peanut', 'natur', 'chees', 'embrac', 'nostalgia', 'httpstcogbrniolpwu', 'httpstcomlrwrbamj']",kraft heinz ceo miguel patricio explain brought compani back brink sell peanut natur chees embrac nostalgia httpstcogbrniolpwu httpstcomlrwrbamj
44,44,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,how companies keep certain products inflation-proof httpstcohnzcrdk httpstcovdquvscxi,1043.0,corporatenews,0,"['compani', 'keep', 'certain', 'product', 'inflation-proof', 'httpstcohnzcrdk', 'httpstcovdquvscxi']",compani keep certain product inflation-proof httpstcohnzcrdk httpstcovdquvscxi
45,45,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"amazon planning lay off some , employees corporate and technology jobs, the new york times reported monday, citing anonymous sources with knowledge the matter httpstcocrfjwfp httpstcoadukbuzn",1049.0,corporatenews,0,"['amazon', 'plan', 'lay', ',', 'employe', 'corpor', 'technolog', 'job', ',', 'new', 'york', 'time', 'report', 'monday', ',', 'cite', 'anonym', 'sourc', 'knowledg', 'matter', 'httpstcocrfjwfp', 'httpstcoadukbuzn']","amazon plan lay , employe corpor technolog job , new york time report monday , cite anonym sourc knowledg matter httpstcocrfjwfp httpstcoadukbuzn"
